"","date(LT)","Latitude","Longitude","AE51_BC (ug/m3)","AE51_BC_NR (ug/m3)","AE51_BC_NR_LC (ug/m3)","DT8530_PM2.5 (ug/m3)","DT8530_PM2.5_RHC (ug/m3)","DT8530_PM2.5_RHC_Ref (ug/m3)","DT8530_PM2.5_Ref (ug/m3)","RH(%)","CPC3007_Particle Concentration (#/cm3)","LI-COR_CO2 (ppm)"
"786",2019-09-25 10:12:29,13.0286815949,77.633374678,55.242,55.242,78.2450224479771,172,122.784129427986,122.784129427986,172,0.697,68959,523
"787",2019-09-25 10:12:30,13.0287371669,77.6334191859,47.99,47.99,67.9811555064777,161,114.931656034336,114.931656034336,161,0.697,67930.5,531
"788",2019-09-25 10:12:31,13.0287910625,77.6334622689,45.134,45.134,63.9423329216805,160,114.217794816731,114.217794816731,160,0.697,67215.5,519
"789",2019-09-25 10:12:32,13.028845042,77.6335014123,43.032,43.032,60.9709614629149,157,112.076211163918,112.076211163918,157,0.697,68915,514
"790",2019-09-25 10:12:33,13.0288932379,77.6335411426,45.287,45.287,64.1729380040485,164,117.07323968715,117.07323968715,164,0.697,71758.5,511
"791",2019-09-25 10:12:34,13.0289393384,77.6335804537,43.527,43.527,61.6856241737995,167,119.214823339963,119.214823339963,167,0.697,74299.5,508
"792",2019-09-25 10:12:35,13.0289814994,77.6336201001,34.809,34.809,49.3347371364154,175,124.9257130808,124.9257130808,175,0.697,77412.5,498
"793",2019-09-25 10:12:36,13.0290244985,77.6336560585,37.042,37.042,52.5043572259844,175,125.145846663405,125.145846663405,175,0.696,79733.5,495
"794",2019-09-25 10:12:37,13.0290670786,77.6336907595,27.447,27.447,38.9067213692878,177,126.576084910986,126.576084910986,177,0.696,84474.5,492
"795",2019-09-25 10:12:38,13.0291092396,77.6337270532,29.194,29.194,41.3858795600267,184,131.581918777523,131.581918777523,184,0.696,88132,493
"796",2019-09-25 10:12:39,13.0291527417,77.6337655261,26.908,26.908,38.1477420973797,201,143.738943881968,143.738943881968,201,0.696,90156,499
"797",2019-09-25 10:12:40,13.0291957408,77.6338075195,34.124,34.124,48.3819527330388,209,149.459896872295,149.459896872295,209,0.696,91668.5,499
"798",2019-09-25 10:12:41,13.0292393267,77.6338509377,41.052,41.052,58.2104595399443,200,143.023824758177,143.023824758177,200,0.696,92653,504
"799",2019-09-25 10:12:42,13.0292843375,77.6338964514,36.136,36.136,51.2439766334131,200,143.023824758177,143.023824758177,200,0.696,98516,504
"800",2019-09-25 10:12:43,13.0293308571,77.6339447312,26.722,26.722,37.8966252935999,219,156.611088110204,156.611088110204,219,0.696,99990,514
"801",2019-09-25 10:12:44,13.0293821543,77.6339968666,34.073,34.073,48.3256817451824,230,164.76563761542,164.76563761542,230,0.695,101062.5,519
"802",2019-09-25 10:12:45,13.0294359662,77.6340464875,31.781,31.781,45.0783081917567,212,151.870935541169,151.870935541169,212,0.695,105847.5,523
"803",2019-09-25 10:12:46,13.029489778,77.6340926718,35.188,35.188,49.9149534565868,230,164.76563761542,164.76563761542,230,0.695,102932.5,524
"804",2019-09-25 10:12:47,13.0295419972,77.634138437,32.767,32.767,46.4845685951152,236,169.06387164017,169.06387164017,236,0.695,105336,530
"805",2019-09-25 10:12:48,13.0295949709,77.6341804303,30.541,30.541,43.3299121934468,220,157.601914240836,157.601914240836,220,0.695,105924.5,533
"806",2019-09-25 10:12:49,13.0296455976,77.6342223398,42.592,42.592,60.4332335130759,221,158.318286578295,158.318286578295,221,0.695,100287,537
"807",2019-09-25 10:12:50,13.0296957213,77.6342630759,34.522,34.522,48.9868801271544,230,164.76563761542,164.76563761542,230,0.695,105286.5,534
"808",2019-09-25 10:12:51,13.029746851,77.6343024708,40.596,40.596,57.611650489326,228,163.332892940503,163.332892940503,228,0.695,116831,531
"809",2019-09-25 10:12:52,13.0297959689,77.6343443803,36.271,36.271,51.4781150338651,210,150.438190866253,150.438190866253,210,0.695,123766.5,527
"810",2019-09-25 10:12:53,13.0298445839,77.6343863737,44.052,44.052,62.5281499934549,200,143.274467491669,143.274467491669,200,0.695,127919,512
"811",2019-09-25 10:12:54,13.0298911873,77.6344257686,42.375,42.375,60.1542756210896,198,141.841722816753,141.841722816753,198,0.695,124096.5,514
"812",2019-09-25 10:12:55,13.0299352761,77.6344662532,48.188,48.188,68.4141814366422,198,141.841722816753,141.841722816753,198,0.695,123722.5,513
"813",2019-09-25 10:12:56,13.0299835559,77.6345026307,46.733,46.733,66.3556234062577,187,133.961627104711,133.961627104711,187,0.695,127693.5,513
"814",2019-09-25 10:12:57,13.0300277285,77.6345398463,33.98,33.98,48.2517952575392,180,128.947020742502,128.947020742502,180,0.695,133727,522
"815",2019-09-25 10:12:58,13.0300698895,77.6345768105,36.522,36.522,51.8661827006277,193,138.259861129461,138.259861129461,193,0.695,148263.5,519
"816",2019-09-25 10:12:59,13.0301148165,77.6346129365,40.351,40.351,57.3091103080672,232,166.198382290336,166.198382290336,232,0.695,155028.5,510
"817",2019-09-25 10:13:00,13.0301596597,77.6346535888,30.511,30.511,43.3369388077835,253,181.242201376962,181.242201376962,253,0.695,162167.5,536
"818",2019-09-25 10:13:01,13.0302055925,77.6347006951,27.482,27.482,39.0372257054906,277,198.435137475962,198.435137475962,277,0.695,167348.5,561
"819",2019-09-25 10:13:02,13.0302559678,77.6347524952,28.228,28.228,40.0995538156306,300,214.911701237504,214.911701237504,300,0.695,170390,530
"820",2019-09-25 10:13:03,13.0303076003,77.634806307,25.95,25.95,36.8659656790197,324,232.104637336504,232.104637336504,324,0.695,170494.5,536
"821",2019-09-25 10:13:04,13.0303574726,77.6348576881,38.877,38.877,55.2357969809379,355,254.755410884855,254.755410884855,355,0.694,167898.5,532
"822",2019-09-25 10:13:05,13.0304083508,77.6349098235,26.332,26.332,37.4145517376999,352,252.602548257659,252.602548257659,352,0.694,160473.5,504
"823",2019-09-25 10:13:06,13.0304657668,77.6349616237,42.405,42.405,60.2583168105319,352,252.602548257659,252.602548257659,352,0.694,164092.5,500
"824",2019-09-25 10:13:07,13.0305262841,77.635012418,58.267,58.267,82.8101986498698,352,252.602548257659,252.602548257659,352,0.694,163344.5,502
"825",2019-09-25 10:13:08,13.0305843707,77.635064302,57.213,57.213,81.3236995060243,343,246.143960376071,246.143960376071,343,0.694,156871,497
"826",2019-09-25 10:13:09,13.030643044,77.6351126656,73.363,73.363,104.297796377657,322,231.073921985699,231.073921985699,322,0.694,153560,499
"827",2019-09-25 10:13:10,13.0307002924,77.6351606939,88.341,88.341,125.618618299187,316,226.768196731307,226.768196731307,316,0.694,151178.5,501
"828",2019-09-25 10:13:11,13.0307586305,77.6352075487,104.531,104.531,148.677366480213,324,232.509163737163,232.509163737163,324,0.694,155622.5,505
"829",2019-09-25 10:13:12,13.0308195669,77.635254655,111.942,111.942,159.261818084995,309,221.744850601183,221.744850601183,309,0.694,151145.5,514
"830",2019-09-25 10:13:13,13.0308833532,77.6353021804,118.122,118.122,168.101599609907,287,205.95719133508,205.95719133508,287,0.694,148170,519
"831",2019-09-25 10:13:14,13.0309473909,77.6353474427,117.737,117.737,167.600943836041,279,200.216224329224,200.216224329224,279,0.694,145667.5,511
"832",2019-09-25 10:13:15,13.0310135242,77.635389939,122.682,122.682,174.692385940585,262,188.01666944178,188.01666944178,262,0.694,144028.5,509
"833",2019-09-25 10:13:16,13.0310780648,77.6354326028,112.313,112.313,159.969939673502,263,188.734290317512,188.734290317512,263,0.694,145073.5,509
"834",2019-09-25 10:13:17,13.0311369896,77.635476524,107.855,107.855,153.661070385318,264,189.451911193244,189.451911193244,264,0.694,145755.5,507
"835",2019-09-25 10:13:18,13.0311913043,77.6355201937,124.159,124.159,176.94218643976,260,186.581427690316,186.581427690316,260,0.694,150980.5,510
"836",2019-09-25 10:13:19,13.0312424339,77.6355625223,103.354,103.354,147.329080051346,271,194.812348785218,194.812348785218,271,0.693,151574.5,505
"837",2019-09-25 10:13:20,13.0312933121,77.6356045995,93.342,93.342,133.086955102902,272,195.531213540883,195.531213540883,272,0.693,152427,512
"838",2019-09-25 10:13:21,13.0313441064,77.6356456708,93.414,93.414,133.219423679119,273,196.250078296548,196.250078296548,273,0.693,148907,499
"839",2019-09-25 10:13:22,13.0313909613,77.6356849819,73.853,73.853,105.34145576948,277,199.125537319208,199.125537319208,277,0.693,149957.5,498
"840",2019-09-25 10:13:23,13.0314354692,77.6357139833,76.117,76.117,108.591448506856,282,202.719861097533,202.719861097533,282,0.693,152152,492
"841",2019-09-25 10:13:24,13.031471679,77.6357352734,74.476,74.476,106.268828613632,293,210.627373409848,210.627373409848,293,0.693,154374,491
"842",2019-09-25 10:13:25,13.0315007642,77.6357579883,75.357,75.357,107.545522609069,295,212.065102921178,212.065102921178,295,0.693,158372.5,496
"843",2019-09-25 10:13:26,13.0315332022,77.6357767638,77.199,77.199,110.195329530955,286,205.595320120193,205.595320120193,286,0.693,165115.5,499
"844",2019-09-25 10:13:27,13.0315663945,77.6357964613,83.736,83.736,119.550142907626,318,228.598992301474,228.598992301474,318,0.693,164895.5,514
"845",2019-09-25 10:13:28,13.0315984134,77.6358198468,79.578,79.578,113.635409505511,360,258.791312039404,258.791312039404,360,0.693,165709.5,513
"846",2019-09-25 10:13:29,13.0316280853,77.6358431485,82.468,82.468,117.785679534209,353,253.759258749749,253.759258749749,353,0.693,166204.5,504
"847",2019-09-25 10:13:30,13.0316546559,77.6358668692,76.866,76.866,109.804586018276,352,253.040393994084,253.040393994084,352,0.693,174515,513
"848",2019-09-25 10:13:31,13.0316799693,77.6358895004,85.995,85.995,122.870990119793,331,237.944234125119,237.944234125119,331,0.693,181505.5,527
"849",2019-09-25 10:13:32,13.0317049474,77.6359145623,76.19,76.19,108.881298626468,346,248.727205460094,248.727205460094,346,0.693,183502,525
"850",2019-09-25 10:13:33,13.0317327753,77.6359411329,77.3,77.3,110.488624975464,368,264.542230084724,264.542230084724,368,0.693,199545.5,537
"851",2019-09-25 10:13:34,13.0317571666,77.6359704696,80.814,80.814,115.533367314703,357,256.634717772409,256.634717772409,357,0.693,208494,540
"852",2019-09-25 10:13:35,13.0317874253,77.6359886583,91.583,91.583,130.958241464819,363,261.397749908818,261.397749908818,363,0.692,205397.5,538
"853",2019-09-25 10:13:36,13.0318130739,77.6360060927,108.451,108.451,155.118307110345,350,252.036397983709,252.036397983709,350,0.692,201855.5,549
"854",2019-09-25 10:13:37,13.031834783,77.6360278018,107.135,107.135,153.276645583273,321,231.153382150773,231.153382150773,321,0.692,195723,555
"855",2019-09-25 10:13:38,13.0318628624,77.636049008,116.204,116.204,166.296994383382,289,208.11005433512,208.11005433512,289,0.692,188589.5,565
"856",2019-09-25 10:13:39,13.0318876728,77.6360760815,105.246,105.246,150.653917540832,269,193.707974450336,193.707974450336,269,0.692,175043,573
"857",2019-09-25 10:13:40,13.0319140758,77.6361044124,109.382,109.382,156.615877959299,264,190.10745447914,190.10745447914,264,0.692,163680,565
"858",2019-09-25 10:13:41,13.0319447536,77.6361330785,105.179,105.179,150.635338029661,249,179.305894565553,179.305894565553,249,0.692,162618.5,568
"859",2019-09-25 10:13:42,13.0319794547,77.6361640077,105.529,105.529,151.17540545857,234,168.504334651965,168.504334651965,234,0.692,154044,570
"860",2019-09-25 10:13:43,13.032015413,77.6361961104,91.169,91.169,130.632131734147,224,161.303294709574,161.303294709574,224,0.692,149809,568
"861",2019-09-25 10:13:44,13.0320502818,77.6362295542,84.098,84.098,120.525347866376,233,167.784230657726,167.784230657726,233,0.692,148522,565
"862",2019-09-25 10:13:45,13.0320846476,77.6362645067,79.314,79.314,113.690790596497,233,167.784230657726,167.784230657726,233,0.692,140211.5,550
"863",2019-09-25 10:13:46,13.0321192648,77.6363002975,72.404,72.404,103.803860655596,229,164.903814680769,164.903814680769,229,0.692,133837,558
"864",2019-09-25 10:13:47,13.032152541,77.6363401953,79.02,79.02,113.310634893719,225,162.023398703813,162.023398703813,225,0.692,130306,554
"865",2019-09-25 10:13:48,13.0321863201,77.6363778301,57.878,57.878,83.0057710292399,218,156.982670744139,156.982670744139,218,0.692,132759,538
"866",2019-09-25 10:13:49,13.0322158244,77.6364152972,63.68,63.68,91.3403235956514,215,154.822358761421,154.822358761421,215,0.692,149688,534
"867",2019-09-25 10:13:50,13.0322438199,77.6364498306,62.836,62.836,90.1431517794694,245,176.425478588596,176.425478588596,245,0.692,158757.5,531
"868",2019-09-25 10:13:51,13.0322708935,77.6364855375,59.086,59.086,84.7761153838499,281,202.349222381206,202.349222381206,281,0.692,164868,531
"869",2019-09-25 10:13:52,13.0323012359,77.6365221664,60.078,60.078,86.2115605112764,274,197.308494421532,197.308494421532,274,0.692,162195,535
"870",2019-09-25 10:13:53,13.0323278904,77.6365624834,61.494,61.494,88.2566612264537,268,192.987870456097,192.987870456097,268,0.692,155562,531
"871",2019-09-25 10:13:54,13.0323578976,77.6366071589,51.141,51.141,73.4070700876428,284,204.509534363924,204.509534363924,284,0.692,155512.5,535
"872",2019-09-25 10:13:55,13.0323925987,77.6366525888,50.064,50.064,71.8694875278038,316,227.552862179577,227.552862179577,316,0.692,153752.5,523
"873",2019-09-25 10:13:56,13.0324268807,77.6366985217,40.306,40.306,57.8671162167572,397,285.88128571295,285.88128571295,397,0.692,152284,530
"874",2019-09-25 10:13:57,13.0324610788,77.6367454603,53.795,53.795,77.2434328014397,466,335.568461315452,335.568461315452,466,0.692,155771,541
"875",2019-09-25 10:13:58,13.0324941874,77.6367939077,51.5,51.5,73.9572581654451,285,205.229638358163,205.229638358163,285,0.692,151107,532
"876",2019-09-25 10:13:59,13.0325273797,77.6368416008,55.557,55.557,79.7939329055121,270,194.428078444575,194.428078444575,270,0.692,159984,538
"877",2019-09-25 10:14:00,13.0325597338,77.6368865278,56.499,56.499,81.157630008028,284,204.509534363924,204.509534363924,284,0.692,159896,536
"878",2019-09-25 10:14:01,13.0325929262,77.6369318739,46.942,46.942,67.4373512736228,284,204.509534363924,204.509534363924,284,0.692,158394.5,538
"879",2019-09-25 10:14:02,13.0326258671,77.6369768847,64.735,64.735,93.0135793253961,273,196.588390427293,196.588390427293,273,0.692,151992.5,533
"880",2019-09-25 10:14:03,13.0326581374,77.6370206382,58.865,58.865,84.5912519355771,270,194.428078444575,194.428078444575,270,0.692,147620,538
"881",2019-09-25 10:14:04,13.0326914974,77.6370648947,54.29,54.29,78.0264872632478,251,180.746102554031,180.746102554031,251,0.692,142978,540
"882",2019-09-25 10:14:05,13.0327270366,77.6371121686,42.751,42.751,61.4490555546486,240,172.8249586174,172.8249586174,240,0.692,138220.5,539
"883",2019-09-25 10:14:06,13.0327671859,77.6371632982,51.499,51.499,74.0323674361761,249,179.305894565553,179.305894565553,249,0.692,124063.5,533
"884",2019-09-25 10:14:07,13.0328107718,77.6372192055,52.142,52.142,74.9660162282623,247,177.865686577075,177.865686577075,247,0.692,113751,533
"885",2019-09-25 10:14:08,13.0328576267,77.6372772921,54.223,54.223,77.9682501392512,214,154.102254767182,154.102254767182,214,0.692,107079.5,533
"886",2019-09-25 10:14:09,13.0329036433,77.6373343728,57.9,57.9,83.2671880513652,201,144.740902842073,144.740902842073,201,0.692,109813,530
"887",2019-09-25 10:14:10,13.0329512525,77.6373911183,58.067,58.067,83.5184101645779,206,148.341422813269,148.341422813269,206,0.692,107041,527
"888",2019-09-25 10:14:11,13.0329999514,77.6374476962,46.183,46.183,66.4332159944147,204,146.90121482479,146.90121482479,204,0.692,110533.5,526
"889",2019-09-25 10:14:12,13.0330482312,77.6375035197,45.617,45.617,65.6260958791364,203,146.181110830551,146.181110830551,203,0.692,119185,529
"890",2019-09-25 10:14:13,13.0330970138,77.6375599299,48.622,48.622,69.9572890061539,217,156.262566749899,156.262566749899,217,0.692,133650,527
"891",2019-09-25 10:14:14,13.0331453774,77.6376148313,48.372,48.372,69.6056509666575,243,174.985270600118,174.985270600118,243,0.692,145271.5,514
"892",2019-09-25 10:14:15,13.0331944115,77.6376683917,38.587,38.587,55.530424466602,242,174.265166605879,174.265166605879,242,0.692,151530.5,496
"893",2019-09-25 10:14:16,13.033244703,77.6377226226,29.29,29.29,42.1542809936308,242,174.265166605879,174.265166605879,242,0.692,150007,491
"894",2019-09-25 10:14:17,13.0332965031,77.6377755962,27.284,27.284,39.2698369718865,232,167.064126663487,167.064126663487,232,0.692,146767.5,489
"895",2019-09-25 10:14:18,13.033347046,77.6378280669,23.646,23.646,34.0356377333874,226,162.743502698052,162.743502698052,226,0.692,145645.5,487
"896",2019-09-25 10:14:19,13.0333974212,77.6378811244,27.509,27.509,39.5985927965331,262,188.667246490662,188.667246490662,262,0.692,142213.5,488
"897",2019-09-25 10:14:20,13.0334463716,77.6379326731,29.015,29.015,41.7692104717661,293,210.990470312076,210.990470312076,293,0.692,143440,489
"898",2019-09-25 10:14:21,13.0334920529,77.637980869,22.865,22.865,32.9177426682137,218,156.982670744139,156.982670744139,218,0.692,143258.5,498
"899",2019-09-25 10:14:22,13.033535555,77.6380267181,40.137,40.137,57.7887456021882,242,174.265166605879,174.265166605879,242,0.692,144875.5,498
"900",2019-09-25 10:14:23,13.0335796438,77.6380711421,24.618,24.618,35.4470311545182,245,176.425478588596,176.425478588596,245,0.692,152762.5,497
"901",2019-09-25 10:14:24,13.0336254928,77.6381160691,41.263,41.263,59.4197759068636,241,173.545062611639,173.545062611639,241,0.692,150634,495
"902",2019-09-25 10:14:25,13.0336725991,77.6381625049,30.821,30.821,44.3863330122077,249,179.305894565553,179.305894565553,249,0.692,142037.5,494
"903",2019-09-25 10:14:26,13.0337186996,77.6382063422,39.945,39.945,57.5313391773577,228,164.18371068653,164.18371068653,228,0.692,123953.5,490
"904",2019-09-25 10:14:27,13.0337642971,77.6382499281,29.582,29.582,42.6090568753775,210,151.221838790225,151.221838790225,210,0.692,107954,490
"905",2019-09-25 10:14:28,13.0338089727,77.6382948551,33.111,33.111,47.6956768642421,195,140.420278876638,140.420278876638,195,0.692,89518,491
"906",2019-09-25 10:14:29,13.0338546541,77.6383396145,37.42,37.42,53.9076023928626,178,128.178510974572,128.178510974572,178,0.692,75652.5,496
"907",2019-09-25 10:14:30,13.0338994972,77.638385715,42.255,42.255,60.8794943998695,151,108.735703130114,108.735703130114,151,0.692,74508.5,509
"908",2019-09-25 10:14:31,13.0339469388,77.6384358387,38.198,38.198,55.0393210472937,155,111.616119107071,111.616119107071,155,0.692,68112,531
"909",2019-09-25 10:14:32,13.0339968111,77.6384904888,39.653,39.653,57.141022214008,160,115.216639078267,115.216639078267,160,0.692,66308,522
"910",2019-09-25 10:14:33,13.0340491142,77.6385495812,41.54,41.54,59.8661804589876,151,108.735703130114,108.735703130114,151,0.692,66605,517
"911",2019-09-25 10:14:34,13.0341066141,77.6386107691,33.603,33.603,48.4316236305431,150,108.015599135875,108.015599135875,150,0.692,66522.5,502
"912",2019-09-25 10:14:35,13.034168724,77.6386750583,33.082,33.082,47.6846557665963,151,108.735703130114,108.735703130114,151,0.692,73331.5,492
"913",2019-09-25 10:14:36,13.0342318397,77.6387370005,28.226,28.226,40.687870963097,165,118.817159049463,118.817159049463,165,0.692,81295.5,475
"914",2019-09-25 10:14:37,13.0342977215,77.638799781,29.359,29.359,42.3238942577559,170,122.417679020659,122.417679020659,170,0.692,93445,470
"915",2019-09-25 10:14:38,13.0343641061,77.638859963,18.464,18.464,26.6189979624653,182,131.058926951529,131.058926951529,182,0.692,111743.5,473
"916",2019-09-25 10:14:39,13.0344296526,77.6389171276,18.827,18.827,27.1434465859534,196,141.140382870877,141.140382870877,196,0.692,118833,468
"917",2019-09-25 10:14:40,13.0344933551,77.6389710233,15.499,15.499,22.3462938626396,219,157.702774738378,157.702774738378,219,0.692,128012.5,463
"918",2019-09-25 10:14:41,13.0345553812,77.639021147,19.757,19.757,28.4866109856038,256,184.346622525227,184.346622525227,256,0.692,130174,464
"919",2019-09-25 10:14:42,13.0346160661,77.6390682533,20.92,20.92,30.1652275475296,232,167.064126663487,167.064126663487,232,0.692,130102.5,466
"920",2019-09-25 10:14:43,13.0346793495,77.6391152758,17.515,17.515,25.2564917319428,237,170.664646634683,170.664646634683,237,0.692,120087,467
"921",2019-09-25 10:14:44,13.0347428843,77.6391614601,21.589,21.589,31.1327122565981,219,157.702774738378,157.702774738378,219,0.692,116644,467
"922",2019-09-25 10:14:45,13.0348090176,77.6392044593,26.765,26.765,38.5993872232007,211,151.941942784464,151.941942784464,211,0.692,106799,470
"923",2019-09-25 10:14:46,13.0348767433,77.6392480452,30.373,30.373,43.80595720703,191,137.539862899681,137.539862899681,191,0.692,99165,474
"924",2019-09-25 10:14:47,13.0349444691,77.6392941456,29.566,29.566,42.6448692526697,194,139.700174882399,139.700174882399,194,0.692,96607.5,468
"925",2019-09-25 10:14:48,13.0350145418,77.6393399946,28.968,28.968,41.7854465278738,198,142.580590859355,142.580590859355,198,0.692,96921,469
"926",2019-09-25 10:14:49,13.0350851174,77.639389364,35.4,35.4,51.0676307331642,190,136.819758905442,136.819758905442,190,0.692,100765.5,479
"927",2019-09-25 10:14:50,13.0351564474,77.6394414995,37.586,37.586,54.2260610740795,211,151.941942784464,151.941942784464,211,0.692,103020.5,479
"928",2019-09-25 10:14:51,13.0352285318,77.6394921262,42.574,42.574,61.4284415907105,236,169.944542640444,169.944542640444,236,0.692,100666.5,476
"929",2019-09-25 10:14:52,13.0353003647,77.6395385619,35.575,35.575,51.3340891113875,235,169.224438646204,169.224438646204,235,0.692,95694.5,478
"930",2019-09-25 10:14:53,13.0353725329,77.6395828184,33.741,33.741,48.6916857258811,226,162.743502698052,162.743502698052,226,0.692,91316.5,474
"931",2019-09-25 10:14:54,13.0354446173,77.6396280807,29.594,29.594,42.7103221738683,221,159.142982726856,159.142982726856,221,0.692,86383,474
"932",2019-09-25 10:14:55,13.0355164502,77.6396742649,24.829,24.829,35.8355060700794,203,146.181110830551,146.181110830551,203,0.692,85492,468
"933",2019-09-25 10:14:56,13.0355887022,77.6397203654,26.412,26.412,38.1227593859464,199,143.300694853594,143.300694853594,199,0.692,87202.5,470
"934",2019-09-25 10:14:57,13.0356640555,77.639767807,30.508,30.508,44.0381527343696,205,147.621318819029,147.621318819029,205,0.692,82093,463
"935",2019-09-25 10:14:58,13.0357433483,77.6398170087,31.989,31.989,46.1794052490312,209,150.501734795986,150.501734795986,209,0.692,72154.5,462
"936",2019-09-25 10:14:59,13.0358255748,77.6398677193,40.416,40.416,58.3504335241647,206,148.341422813269,148.341422813269,206,0.692,67837,463
"937",2019-09-25 10:15:00,13.0359107349,77.6399174239,33.67,33.67,48.6145409371722,185,133.219238934246,133.219238934246,185,0.692,66165,461
"938",2019-09-25 10:15:01,13.0359993316,77.6399682183,24.87,24.87,35.911006835298,192,138.25996689392,138.25996689392,192,0.692,62375.5,463
"939",2019-09-25 10:15:02,13.0360920355,77.6400204375,39.8,39.8,57.4743889532657,190,136.819758905442,136.819758905442,190,0.692,58025,458
"940",2019-09-25 10:15:03,13.0361853261,77.6400734112,27.888,27.888,40.2751700763357,168,120.97747103218,120.97747103218,168,0.692,54923,458
"941",2019-09-25 10:15:04,13.0362785328,77.640129067,33.575,33.575,48.4922055509234,164,118.097055055224,118.097055055224,164,0.692,51711,456
"942",2019-09-25 10:15:05,13.0363699794,77.6401905064,30.663,30.663,44.2897135084917,167,120.257367037941,120.257367037941,167,0.692,49665,467
"943",2019-09-25 10:15:06,13.036454469,77.6402588189,35.765,35.765,51.663325652816,170,122.417679020659,122.417679020659,170,0.692,50226,476
"944",2019-09-25 10:15:07,13.0365300737,77.6403330825,25.924,25.924,37.4502622463858,167,120.257367037941,120.257367037941,167,0.692,53350,471
"945",2019-09-25 10:15:08,13.0366003979,77.6404132135,22.126,22.126,31.9651906346357,174,125.298094997615,125.298094997615,174,0.692,52904.5,463
"946",2019-09-25 10:15:09,13.0366663635,77.6404995471,26.831,26.831,38.7650162329458,178,128.178510974572,128.178510974572,178,0.692,48312,459
"947",2019-09-25 10:15:10,13.0367259588,77.6405878924,21.429,21.429,30.9618252814671,177,127.458406980333,127.458406980333,177,0.692,44291.5,455
"948",2019-09-25 10:15:11,13.036776334,77.6406686101,20.659,20.659,29.8507664088914,165,118.817159049463,118.817159049463,165,0.692,40881.5,459
"949",2019-09-25 10:15:12,13.0368172377,77.6407388505,21.374,21.374,30.8856769525147,149,107.295495141636,107.295495141636,149,0.692,37592.5,455
"950",2019-09-25 10:15:13,13.0368529446,77.6408022176,19.299,19.299,27.8884305763123,145,104.415079164679,104.415079164679,145,0.692,35222,455
"951",2019-09-25 10:15:14,13.036887059,77.6408634894,21.783,21.783,31.479548825284,140,100.814559193484,100.814559193484,140,0.692,31135.5,455
"952",2019-09-25 10:15:15,13.0369224306,77.6409232523,22.362,22.362,32.3181564808007,136,98.1020507376504,98.1020507376504,136,0.691,27813.5,451
"953",2019-09-25 10:15:16,13.036958389,77.6409822609,31.115,31.115,44.9715699720515,135,97.3807121292854,97.3807121292854,135,0.691,27082,453
"954",2019-09-25 10:15:17,13.0369948503,77.6410416886,31.576,31.576,45.6412641027522,129,93.0526804790949,93.0526804790949,129,0.691,26922.5,448
"955",2019-09-25 10:15:18,13.0370323174,77.6410956681,27.112,27.112,39.1914041597666,127,91.6100032623648,91.6100032623648,127,0.691,25993,447
"956",2019-09-25 10:15:19,13.0370697845,77.6411416009,24.658,24.658,35.6461182304354,128,92.3313418707298,92.3313418707298,128,0.691,25894,443
"957",2019-09-25 10:15:20,13.0371090118,77.6411813311,15.508,15.508,22.4196142045377,135,97.3807121292854,97.3807121292854,135,0.691,25514.5,442
"958",2019-09-25 10:15:21,13.0371536873,77.6412141882,13.661,13.661,19.7500951402518,132,95.2166963041901,95.2166963041901,132,0.691,26614.5,443
"959",2019-09-25 10:15:22,13.0372043978,77.6412439439,13.318,13.318,19.2548468746212,129,93.0526804790949,93.0526804790949,129,0.691,29227,440
"960",2019-09-25 10:15:23,13.0372574553,77.6412690897,7.541,7.541,10.902778231442,132,95.2166963041901,95.2166963041901,132,0.691,31702,439
"961",2019-09-25 10:15:24,13.0373112671,77.6412893739,4.19,4.19,6.05795230868919,131,94.4953576958251,94.4953576958251,131,0.691,35700.5,438
"962",2019-09-25 10:15:25,13.0373662524,77.6413066406,15.115,15.115,21.8541709701729,125,90.1673260456346,90.1673260456346,125,0.691,44720.5,440
"963",2019-09-25 10:15:26,13.037421992,77.6413216442,8.108,8.108,11.7233219826711,129,93.0526804790949,93.0526804790949,129,0.691,63035.5,441
"964",2019-09-25 10:15:27,13.0374752171,77.6413353067,14.523,14.523,20.9994368401513,211,152.202446365031,152.202446365031,211,0.691,83682.5,438
"965",2019-09-25 10:15:28,13.0375265144,77.6413483825,9.71,9.71,14.0404590993193,412,297.191506646412,297.191506646412,412,0.691,95716.5,437
"966",2019-09-25 10:15:29,13.0375780631,77.64136062,10.651,10.651,15.4015074965102,577,416.212377026649,416.212377026649,577,0.691,98378.5,437
"967",2019-09-25 10:15:30,13.0376306176,77.6413721032,11.016,11.016,15.9296979913574,690,497.723639771903,497.723639771903,690,0.691,94512,437
"968",2019-09-25 10:15:31,13.0376829207,77.6413825806,13.733,13.733,19.8592751153623,647,467.501893829031,467.501893829031,647,0.69,91096.5,439
"969",2019-09-25 10:15:32,13.0377367325,77.6413938962,19.254,19.254,27.8445674261957,563,406.806130178894,406.806130178894,563,0.69,98037.5,439
"970",2019-09-25 10:15:33,13.0377946515,77.6414042059,16.304,16.304,23.579143829067,526,380.071091428239,380.071091428239,526,0.69,112497,440
"971",2019-09-25 10:15:34,13.0378600303,77.6414111629,26.157,26.157,37.8312343027079,548,395.967600955655,395.967600955655,548,0.69,128892.5,441
"972",2019-09-25 10:15:35,13.0379330367,77.6414150186,52.671,52.671,76.1882467602722,517,373.567973894295,373.567973894295,517,0.69,153466.5,452
